                 E          Z          X           Y     THETA  Label
7122    860.171030  34.953351   0.011195   26.520472  0.000552   -1.0
7123   1323.480591  46.423820  24.977480   32.811768  0.000859   -1.0
7124   1090.443384   9.914357  24.202806   -5.945204  0.000519   -1.0
7125    299.135028  35.941965  27.842710   21.011925  0.000727   -1.0
7126   1610.643377  42.746778 -13.671272   -2.109689  0.000288   -1.0
7127   1185.854022   8.912885  19.206526   13.204004  0.000486   -1.0
7128   2156.799829  26.831113  -4.397920    5.668181  0.000149   -1.0
7129   1395.013632  13.933738  11.354136   11.974927  0.000344   -1.0
7130   1408.652373  19.801882   6.669958   21.217705  0.000463   -1.0
7131    814.667808  44.189936  -8.290922   20.070435  0.000452   -1.0
7132   2267.088645   9.802137   6.609363   -0.870425  0.000139   -1.0
7133    111.544101  29.035506   7.690709   26.369041  0.000572   -1.0
7134    689.505283   8.922373  19.055651   32.921886  0.000793   -1.0
7135    850.798212  22.508134   9.928907  -39.039097  0.000839   -1.0
7136   1295.275375  34.907746  -3.342687   19.164585  0.000405   -1.0
7137    767.062285  11.514831  11.040888    7.389246  0.000277   -1.0
7138    243.895587  10.881325  23.758072   42.332020  0.001012   -1.0
7139   3864.596730   5.416062  -7.439077    2.208613  0.000162   -1.0
7140   1535.497336   4.223964  -4.432194    6.723631  0.000168   -1.0
7141    520.925221   9.338869  18.877245  -25.072889  0.000654   -1.0
7142    366.026262  11.753123  -3.996584   49.963699  0.001045   -1.0
7143    721.689653   7.261262  54.510483   50.862877  0.001554   -1.0
7144   1311.035091   4.043476  30.713100  -23.260601  0.000803   -1.0
7145    894.670904  33.405616  10.871682  -23.234818  0.000534   -1.0
7146    213.695033  16.464140  33.836464   48.584225  0.001234   -1.0
7147   1220.347553  38.028836  42.785519   -9.272089  0.000912   -1.0
7148    794.419841  33.157626  50.639748   12.388059  0.001086   -1.0
7149   2184.312527  34.779111  -5.476709    5.114082  0.000156   -1.0
7150   2800.470260  12.604254 -21.822889    0.299332  0.000455   -1.0
7151   2279.347486  39.378934 -11.431018    4.406744  0.000255   -1.0
7152   1237.241399  19.776399  -2.444128  -40.045235  0.000836   -1.0
7153   1108.917644  30.431451   8.591888   24.583696  0.000543   -1.0
7154   1394.502111  23.743949  17.839884  -14.265095  0.000476   -1.0
7155    687.727215  17.872076 -17.766035   28.005508  0.000691   -1.0
7156   3069.193616  23.924238 -19.447029    2.625308  0.000409   -1.0
7157    703.912883   5.689996  61.875519    5.949569  0.001296   -1.0
7158   1288.737204  40.621783  22.214031    4.585776  0.000472   -1.0
7159    331.287277   5.400095  50.483047   38.465755  0.001323   -1.0
7160    401.083633  50.054196  37.354652   29.753605  0.000994   -1.0
7161    395.659168  48.451755   3.999154   14.304322  0.000309   -1.0
7162    445.639829  29.910729   6.058789   46.331852  0.000973   -1.0
7163     83.216040   9.742924 -13.499033  -11.234216  0.000366   -1.0
7164     81.222844   2.908135  53.065346  -36.835339  0.001346   -1.0
7165   2777.911928  40.049886 -10.164867    0.652131  0.000212   -1.0
7166    956.865196   4.393629  25.992790   17.660746  0.000655   -1.0
7167   1666.607876  12.140091   0.838274   24.097803  0.000503   -1.0
7168   1102.073794  37.874761  -0.517486   16.261196  0.000339   -1.0
7169    277.901878  25.650970  34.063477   14.931657  0.000775   -1.0
7170     79.888422  30.428169  -1.803334   67.085373  0.001398   -1.0
7171   2413.873062  53.607137  -0.684591    5.388490  0.000113   -1.0
7172   2074.801601   3.644521  12.827282    5.448394  0.000290   -1.0
7173   1259.468439   1.420828 -12.719807    6.323834  0.000296   -1.0
7174    837.058530  17.601700  42.462944  -14.064528  0.000932   -1.0
7175   1306.628935  33.748432   6.053429    8.119801  0.000211   -1.0
7176    788.334401  12.257310   3.792240   49.196960  0.001028   -1.0
7177   1712.953660  30.523162   5.133873    9.985725  0.000234   -1.0
7178    631.642959  27.893718  52.776886   20.864788  0.001182   -1.0
7179   1193.720431  41.817441  15.603517   24.311422  0.000602   -1.0
7180   2348.942225  10.787439   9.755144   -8.618253  0.000271   -1.0
7181    523.922571   2.082956  47.166359   11.767757  0.001013   -1.0
7182   1484.345616  31.686627 -10.282984    2.070343  0.000219   -1.0
7183   2720.562878  14.874742   1.518266  -14.952891  0.000313   -1.0
7184    692.478065  14.114134  -7.173626   14.217901  0.000332   -1.0
7185    570.985011   3.062209  14.436815    0.748928  0.000301   -1.0
7186    310.320376  54.029736  52.591743    0.168591  0.001095   -1.0
7187   2466.018942   6.469431   5.829625  -15.274113  0.000341   -1.0
7188    881.634656   4.273592  31.825876   -2.584442  0.000666   -1.0
7189    640.333599  40.223187 -16.559420   42.252632  0.000945   -1.0
7190     45.602680  19.139492  32.369980   28.819511  0.000903   -1.0
7191    865.190161  52.515136  11.548298   41.110058  0.000889   -1.0
7192   1527.158837  17.198748   1.532378    8.311438  0.000176   -1.0
7193    712.122340  21.333067  41.664227   -2.625940  0.000870   -1.0
7194    290.393548   6.411171  28.994062    4.588073  0.000612   -1.0
7195   1547.759183  29.456842  21.048059   -2.015095  0.000440   -1.0
7196   3159.630698  16.677111 -21.800188   -1.155968  0.000455   -1.0
7197    827.712115  37.385325  20.025337   52.538692  0.001171   -1.0
7198   2050.745963  42.593400  14.527127   -6.594638  0.000332   -1.0
7199    498.006831   4.091868  40.267178   24.279568  0.000980   -1.0
7200    506.428136  38.025728  11.138902   32.080120  0.000707   -1.0
7201   1013.214377   2.009583  -5.079059   25.074472  0.000533   -1.0
7202    784.882916  21.767791  -4.056910   24.262667  0.000513   -1.0
7203    526.457052  28.998930   9.016552  -47.281952  0.001003   -1.0
7204    867.529551  21.997466  -5.842587    4.436939  0.000153   -1.0
7205    962.868590   4.513484 -14.732774  -18.928480  0.000500   -1.0
7206    854.105528   6.803883   7.866130   39.687115  0.000843   -1.0
7207    571.291510  48.285040  36.478527   26.276186  0.000936   -1.0
7208   1511.465083   5.779617  22.898808   23.998316  0.000691   -1.0
7209    494.051498  15.798645 -31.141798   17.529667  0.000745   -1.0
7210   2676.132656  12.908763   5.604984  -10.907056  0.000256   -1.0
7211   2879.540320   4.230027  -6.351778    4.374805  0.000161   -1.0
7212    692.033215  22.404434   2.492865   35.970264  0.000751   -1.0
7213    142.886550  54.983120  26.998083   15.332708  0.000646   -1.0
7214    856.955585  16.181871  20.999653   31.138830  0.000783   -1.0
7215    146.622410  10.890523  32.125412   22.784544  0.000821   -1.0
7216    878.123114  40.348255   0.897619   31.464243  0.000656   -1.0
7217    927.942584   8.682113  13.797983   28.458971  0.000659   -1.0
7218   1734.325214   6.334806   4.998039    5.037307  0.000148   -1.0
7219   1237.680452   9.831932   2.302926  -31.961624  0.000668   -1.0
7220   2093.770385  44.487952  10.708433   12.358004  0.000341   -1.0
7221   1998.387810  17.699021 -16.219450   -1.313721  0.000339   -1.0
7222   1740.811232  26.938103 -15.511422  -16.711838  0.000475   -1.0
7223   1230.728462  12.287641   7.145708   14.360687  0.000334   -1.0
7224    884.094665   7.160760  -2.161482   39.787804  0.000831   -1.0
7225   1256.683584  27.334333   6.753271   19.119690  0.000422   -1.0
7226   2320.625045  34.521002   7.124287    6.143597  0.000196   -1.0
7227   1543.989099  30.847403  23.166649   -9.117422  0.000519   -1.0
7228   1234.154619  46.848625 -27.082335   -3.554218  0.000569   -1.0
7229    495.297591  27.215359   7.440130   56.552628  0.001188   -1.0
7230    179.955733   7.660349  16.239521   40.655056  0.000912   -1.0
7231    469.566902   9.600111 -13.209270  -22.211739  0.000539   -1.0
7232   1570.543159  15.106985   4.301346   13.499592  0.000295   -1.0
7233    600.034158  24.130688  50.351345   32.351307  0.001247   -1.0
7234    438.275680  15.815548  22.467499   24.823168  0.000698   -1.0
7235   2888.262295   4.589751   8.448319    8.322399  0.000247   -1.0
7236    784.240983  31.277548   6.107195   20.387775  0.000443   -1.0
7237    974.426960  29.868138  39.106213   -1.410333  0.000815   -1.0
7238    481.429338  21.308356   6.657227   49.526421  0.001041   -1.0
7239    482.433163  18.060419  14.544855   18.272875  0.000487   -1.0
7240    190.452742   1.382182  10.705050   62.481712  0.001321   -1.0
7241    384.175322  25.035671  29.887907   40.625610  0.001051   -1.0
7242    229.995224  16.654253  21.591135  -27.370481  0.000726   -1.0
7243    366.732068   9.906319  33.882332   41.125084  0.001111   -1.0
7244   1170.395299  31.154970  10.602883   -5.187401  0.000246   -1.0
7245    106.705370  18.255160  -4.859370   -7.074539  0.000179   -1.0
7246   1008.143389  19.200253  43.998806  -38.623741  0.001220   -1.0
7247     87.111703  47.678896  21.181772   66.875252  0.001461   -1.0
7248   1725.494814  13.359796 -10.951189   -6.998693  0.000271   -1.0
7249    543.528753   5.391250   6.041499   -2.356797  0.000135   -1.0
7250    650.053524  15.651256  19.857225   -3.574605  0.000420   -1.0
7251     28.088894  42.075469  37.343979   48.373806  0.001273   -1.0
7252   2090.389838  37.110820   0.350181   20.440821  0.000426   -1.0
7253    450.095174  50.532474  39.350319   52.166451  0.001361   -1.0
7254    342.693097  25.060454  34.921909   24.106825  0.000884   -1.0
7255   1243.987538  47.772555  24.700306   15.994873  0.000613   -1.0
7256   2330.522499  12.407592   8.565288   -1.224362  0.000180   -1.0
7257    931.773990  15.248635   8.925510  -15.402717  0.000371   -1.0
7258    871.364545  47.185038  15.429853   62.164661  0.001334   -1.0
7259    511.301584   9.926512  50.020531   37.806587  0.001307   -1.0
7260    528.371574  18.854454   5.136753   31.163284  0.000658   -1.0
7261    853.458057  20.941182  28.230789  -28.066158  0.000829   -1.0
7262    241.471026  36.718786  28.284227   26.359671  0.000805   -1.0
7263   1047.626673  15.677509 -19.393093    1.183258  0.000405   -1.0
7264    165.287880  27.125161   3.197209   14.376943  0.000307   -1.0
7265    556.302445   3.693832   3.642560  -10.915986  0.000240   -1.0
7266    773.420940   6.842195 -15.014035   -4.960343  0.000330   -1.0
7267   1802.020411  42.597424  -7.838860    1.439880  0.000166   -1.0
7268   1787.210959  15.886987  25.171831   -7.051492  0.000545   -1.0
7269   1798.717455  43.432154   2.879077   10.744687  0.000232   -1.0
7270   1089.584750  35.231828  23.069685   25.301905  0.000713   -1.0
7271   2147.118445  46.856967  -0.658507   -8.891021  0.000186   -1.0
7272    720.912766   2.732703  18.472879  -27.051222  0.000683   -1.0
7273    552.505462   3.447869  51.737637   10.596536  0.001101   -1.0
7274    719.404987  15.490267   8.954481    6.497316  0.000231   -1.0
7275    581.106328  16.206553  36.217354   25.642830  0.000925   -1.0
7276   2522.104361  28.947992  -9.465883  -10.781205  0.000299   -1.0
7277   1167.554099   6.057309  20.804878  -11.581533  0.000496   -1.0
7278    950.084340  48.707861  28.338182   51.954563  0.001232   -1.0
7279    804.845914  15.009793  40.521355  -16.253513  0.000910   -1.0
7280    191.696370  40.152646  35.851692   37.322906  0.001078   -1.0
7281   1299.312656  15.557154  42.988487   -1.561857  0.000896   -1.0
7282    295.632271   6.124088  52.835587   13.490456  0.001137   -1.0
7283    108.886655  29.272310  44.695709   33.684868  0.001166   -1.0
7284    889.950159  14.949317 -11.038342   -2.840365  0.000238   -1.0
7285   1635.213812  47.466092  11.066289   20.230362  0.000480   -1.0
7286    579.523390   1.417303  16.616398   17.744318  0.000507   -1.0
7287    781.018471   9.905568  -5.217081   14.033022  0.000312   -1.0
7288    241.122749  35.203690 -10.195902   64.124504  0.001353   -1.0
7289   2213.762203  14.821261   7.589869   21.043762  0.000466   -1.0
7290    213.477718   8.055357  12.892027   37.241425  0.000821   -1.0
7291   1096.509273   8.662659  -2.812665   22.048738  0.000463   -1.0
7292   2483.530329  42.503400   0.469305   10.105391  0.000211   -1.0
7293   2967.771793  35.775265   8.980588   -4.487226  0.000209   -1.0
7294    369.858387  40.443405  10.497210   49.127411  0.001046   -1.0
7295    550.517154  20.283884  -3.725160   50.653061  0.001058   -1.0
7296   2141.873441  10.962907  17.883841    1.529456  0.000374   -1.0
7297   1301.813589  44.316612 -11.691570   39.460571  0.000857   -1.0
7298    239.283586  53.743207  75.765945   13.069489  0.001601   -1.0
7299    147.999436  39.178294  -0.254437   30.999464  0.000646   -1.0
7300   1689.015119  23.794736 -15.650848    6.373870  0.000352   -1.0
7301   1402.863421  35.119996   5.643305   20.684376  0.000447   -1.0
7302   1329.813040  39.187673  17.618845   17.135597  0.000512   -1.0
7303     58.558537  16.371276  26.082745   48.501392  0.001148   -1.0
7304    392.770419  20.807618  50.911049   45.688923  0.001425   -1.0
7305   2946.733482  16.643151   9.346367    6.555404  0.000238   -1.0
7306   1822.184496   6.579254 -25.251995   20.235748  0.000674   -1.0
7307    930.730735   6.979759  -9.724777   -4.095140  0.000220   -1.0
7308    861.901199  15.001155  14.449029  -14.062707  0.000420   -1.0
7309     65.896428  29.486525   0.676363   29.785414  0.000621   -1.0
7310   1062.231644  14.683730  24.694904  -15.861322  0.000612   -1.0
7311    844.468975  32.557480 -32.715652   12.633393  0.000731   -1.0
7312    320.291103  49.615513  12.024228   44.583302  0.000962   -1.0
7313    639.674176   4.187069  41.719021   17.970854  0.000947   -1.0
7314   1663.234394  20.608228 -19.563807    2.786681  0.000412   -1.0
7315   2944.653150   3.599734   3.015779  -10.332413  0.000224   -1.0
7316    103.083664   6.360060   3.861568   32.068016  0.000673   -1.0
7317    796.679249  39.379832  -3.826472  -41.041103  0.000859   -1.0
7318   1835.407399   7.750490  20.251558   -4.682906  0.000433   -1.0
7319    312.567707  51.500084 -34.319798   -2.301461  0.000716   -1.0
7320    813.579493  25.173423  38.134163   20.463400  0.000902   -1.0
7321   2125.598826  42.940016  20.093176    3.856648  0.000426   -1.0
7322   1381.299963   5.129495  19.390816   31.073252  0.000763   -1.0
7323   1400.156705  13.462222  14.068852    9.762167  0.000357   -1.0
7324    874.607720  25.036527  21.958694   21.152405  0.000635   -1.0
7325   1407.388995  35.344918 -22.555769   12.227381  0.000534   -1.0
7326   2184.491599   4.161649  16.183657   -6.359848  0.000362   -1.0
7327   1049.235240  12.028106   1.207585    6.532808  0.000138   -1.0
7328   1141.055792  41.105753  11.057907   19.828499  0.000473   -1.0
7329    899.362098   5.357896  21.787933   25.616938  0.000701   -1.0
7330   1414.277516   9.898049  22.456160    7.510858  0.000494   -1.0
7331    793.531894  37.565894 -31.179373   25.294699  0.000836   -1.0
7332    617.185916  38.491224   2.609353   21.682211  0.000455   -1.0
7333    486.628005   9.247165  47.007320   33.127415  0.001199   -1.0
7334   1208.570619  35.620544   2.778349   34.059250  0.000712   -1.0
7335    470.650390  31.545562  38.202450    5.104389  0.000803   -1.0
7336    948.830876  16.214602  34.592865   24.557924  0.000884   -1.0
7337    689.955673   4.775818  16.442862    6.067616  0.000365   -1.0
7338   2807.947790   1.197128   7.654055    0.595512  0.000160   -1.0
7339   1424.313392  50.984449 -37.849026  -16.483393  0.000860   -1.0
7340   1350.086297  22.953636  26.516001   10.379970  0.000593   -1.0
7341   2401.009382   3.797404 -13.894218    2.650243  0.000295   -1.0
7342    338.992393   5.235628  38.094051   36.662064  0.001102   -1.0
7343   2360.803043  19.882153  11.251098   -0.273575  0.000235   -1.0
7344   1141.021626  26.781644   5.776252   -6.738212  0.000185   -1.0
7345   1119.200821  27.657595 -27.931177   28.150236  0.000826   -1.0
7346   2511.922307  16.776450  17.683336    5.563303  0.000386   -1.0
7347    371.541887  21.200053  -8.361438   11.922575  0.000303   -1.0
7348    946.306321   6.909051  14.982474   -0.016093  0.000312   -1.0
7349    567.855801  23.492772  23.295002   13.009604  0.000556   -1.0
7350    395.107618  28.328105  44.891125   16.629387  0.000997   -1.0
7351    447.752984  28.676191  -8.455031   28.266714  0.000615   -1.0
7352    624.909859  18.424661   5.873637  -21.761377  0.000470   -1.0
7353   1327.320327   2.979447   0.522162    7.151159  0.000149   -1.0
7354   3143.415295   3.700620  19.122526   -2.945580  0.000403   -1.0
7355   1115.269616  29.882714 -29.103373   -2.998042  0.000610   -1.0
7356   2256.574267  12.792870   5.528970   -8.200679  0.000206   -1.0
7357   1906.653262  48.722285   6.439699  -10.601713  0.000258   -1.0
7358   1489.174432   1.594351  17.574389    7.038339  0.000395   -1.0
7359    366.003637  52.060673  49.339485   26.691015  0.001168   -1.0
7360   2549.616861   6.603999  10.509812  -13.468613  0.000356   -1.0
7361    601.140792  23.893038  14.290292   11.970959  0.000388   -1.0
7362    832.350379  44.240871  37.683479   11.695704  0.000822   -1.0
7363    795.143510  23.934533 -25.294785   22.667290  0.000708   -1.0
7364    361.663029  36.754092  33.036156   11.520369  0.000729   -1.0
7365   2133.968630   2.816079 -15.284952    5.837290  0.000341   -1.0
7366   2220.207920  39.924224  13.495277  -11.937933  0.000375   -1.0
7367   2197.635032  47.708245  -6.361942   -2.552984  0.000143   -1.0
7368   2707.160982  39.506638  11.659325    4.822753  0.000263   -1.0
7369    224.457585  38.614211  28.291960   49.331749  0.001185   -1.0
7370   2278.042774  27.601481   6.607856    7.451838  0.000207   -1.0
7371   1528.587061  32.040318   6.735627   -5.480545  0.000181   -1.0
7372    224.385362  25.043260   6.924329   43.107849  0.000910   -1.0
7373    292.632842   6.816059 -19.162319   -9.680158  0.000447   -1.0
7374    774.363717  18.281379  -2.639006    6.477725  0.000146   -1.0
7375    422.222612  49.594313  38.096916    8.295949  0.000812   -1.0
7376    930.314328  14.819077  31.496567   14.206436  0.000720   -1.0
7377    974.891635  16.306357  17.063034  -12.398163  0.000440   -1.0
7378    313.511250  52.673755  11.279640   24.600016  0.000564   -1.0
7379    216.446679  10.847953  -3.099557   46.035900  0.000962   -1.0
7380    249.600536   1.028478 -12.463251    7.304022  0.000301   -1.0
7381   2539.517034   3.748611  -0.835261  -18.464626  0.000385   -1.0
7382   1072.068963  11.937916  29.292330   12.668876  0.000665   -1.0
7383   1418.275190   8.357232  16.831453  -15.952950  0.000483   -1.0
7384    444.689512  42.236342  25.908590   34.758907  0.000903   -1.0
7385    350.607135   9.173845  49.409817  -24.647478  0.001151   -1.0
7386    831.041246   8.396558  18.908630   35.476303  0.000838   -1.0
7387    729.178434   2.431002 -13.274324   -2.171907  0.000280   -1.0
7388    705.482285  30.287017  29.709948   37.618351  0.000999   -1.0
7389    958.434600   7.756866 -12.057288  -17.000132  0.000434   -1.0
7390   1011.039881  45.468035  13.949413   14.075145  0.000413   -1.0
7391    345.981232  48.573823  21.103228   56.741695  0.001261   -1.0
7392    929.842200  49.596110  17.848850  -21.687141  0.000585   -1.0
7393   2445.804197  37.022337  -3.810485   21.004225  0.000445   -1.0
7394   2804.037640  54.734428  17.315546   13.125219  0.000452   -1.0
7395    654.130667   8.925967   8.779792   16.893501  0.000397   -1.0
7396    123.002938   2.224934  -1.397193   29.397192  0.000613   -1.0
7397    477.365772  51.902117  21.782660   48.573906  0.001109   -1.0
7398    556.271016  27.024837  12.536035   -2.669086  0.000267   -1.0
7399   2331.673135  22.765568   1.747792    8.678708  0.000184   -1.0
7400   3051.520812  18.335159   0.527362    9.490923  0.000198   -1.0
7401    730.481534   7.104739  44.823700   -9.280304  0.000954   -1.0
7402    668.818466  31.888652   2.550964  -17.609262  0.000371   -1.0
7403   2207.608909  17.920591  -6.285653    2.809167  0.000143   -1.0
7404    398.255289  50.905967  23.636080   16.130043  0.000596   -1.0
7405    486.984203  40.237006  20.242710   16.525450  0.000544   -1.0
7406    650.169820  23.151926  21.947765    9.829597  0.000501   -1.0
7407    122.724632  27.991295  -1.727497   33.601799  0.000701   -1.0
7408    941.116932  51.730262  11.019313   20.498823  0.000485   -1.0
7409    209.908151   8.004626  46.632912   45.158390  0.001353   -1.0
7410   1511.437449  11.638918 -20.968420   12.233733  0.000506   -1.0
7411    272.039823  38.550130  12.438860   29.007599  0.000657   -1.0
7412    499.488580  29.884661  24.318968   13.863857  0.000583   -1.0
7413   2976.770876  28.652583  13.588655    2.665019  0.000288   -1.0
7414    809.510095  50.734027  46.892841    4.882805  0.000982   -1.0
7415   1852.769485  16.415426   1.560704   22.148573  0.000463   -1.0
7416   1194.783071   1.468872  24.575905  -27.689434  0.000772   -1.0
7417   1663.076950   3.746720  -3.076860  -10.785495  0.000234   -1.0
7418   2496.006925  10.928166  12.315909   -3.626491  0.000268   -1.0
7419   1909.318995  35.897001   7.589519    1.928396  0.000163   -1.0
7420   1325.675092  15.044676 -11.275734   -4.883429  0.000256   -1.0
7421    154.878133  18.979965  27.150017   27.839527  0.000810   -1.0
7422    811.254927   4.245556  -1.304125   15.761211  0.000330   -1.0
7423    399.339015  17.572361  10.608057  -13.622306  0.000360   -1.0
7424    277.158571  47.075119  19.458315   68.753746  0.001488   -1.0
7425   1518.701995  24.538633  30.209536   10.187939  0.000664   -1.0
7426    479.827094  31.885250  59.817123   -1.333285  0.001246   -1.0
7427    186.217064  25.409825   5.298581   12.882408  0.000290   -1.0
7428   1391.576851   3.612922  -9.576723  -11.671546  0.000315   -1.0
7429    618.598228   7.890105   8.738952   -9.475623  0.000269   -1.0
7430    740.262757   9.350057  33.972481   27.357935  0.000909   -1.0
7431    752.036801  25.805308  24.905958   10.344676  0.000562   -1.0
7432   1585.510825  34.302859   3.752595   15.054401  0.000323   -1.0
7433   1080.025260  27.446878  18.194653   12.363593  0.000458   -1.0
7434   2202.389949  13.293326  -8.449475    6.885605  0.000227   -1.0
7435    610.888740  19.861713  21.660767    6.575374  0.000472   -1.0
7436    292.929538  21.170677  53.372696   32.241146  0.001299   -1.0
7437    996.979326  47.054090  -8.644642   -2.109193  0.000185   -1.0
7438    212.266462  17.537816 -16.534746   -4.195551  0.000355   -1.0
7439    294.722273  17.859166 -37.674400   46.180561  0.001242   -1.0
7440    636.613048  14.690620  -0.167394   -8.820484  0.000184   -1.0
7441    843.625561  39.516225 -19.402031  -18.778393  0.000562   -1.0
7442   1074.964135  25.086120  24.829330    2.946398  0.000521   -1.0
7443    693.318521  50.168652  13.496709   36.086205  0.000802   -1.0
7444    283.799918  19.826932  40.438473  -26.498993  0.001007   -1.0
7445    994.761260   6.163487  24.573370   -9.904218  0.000552   -1.0
7446   2691.797231  15.708069  11.511610    7.724296  0.000289   -1.0
7447   2240.447568  35.248237  -7.814753   -7.707366  0.000229   -1.0
7448   2780.344304   1.098745  10.405202   -0.825032  0.000218   -1.0
7449   2319.210283  34.062733 -11.751626   -3.987617  0.000259   -1.0
7450    274.872053  39.019652  15.686689  -45.014732  0.000993   -1.0
7451   3869.479788  50.971798  -2.821295   -7.302500  0.000163   -1.0
7452    684.654011  12.689695 -11.028253    2.330635  0.000235   -1.0
7453    657.193635  18.219333  32.275230   29.791708  0.000915   -1.0
7454   1643.330199   1.121842 -15.362494  -10.071704  0.000383   -1.0
7455    504.927689   5.400622   9.773693   17.978872  0.000427   -1.0
7456   1443.360877  36.107532 -29.601974    4.810241  0.000625   -1.0
7457    743.898561   7.556660   3.459684  -27.426582  0.000576   -1.0
7458    374.735356  15.679299   2.532265   64.629013  0.001348   -1.0
7459   1857.233952  10.338581  -1.330553   27.677401  0.000577   -1.0
7460    500.897252  15.250753  37.401764   34.255219  0.001057   -1.0
7461   1171.238649   8.016632  19.744045    9.833450  0.000460   -1.0
7462   1789.089687  17.783023   4.620654   22.744415  0.000484   -1.0
7463    536.981477  52.930303  11.871161   41.257568  0.000894   -1.0
7464    469.477420  48.463719 -70.872910  -10.349367  0.001492   -1.0
7465    713.535619   3.143824 -29.101107   12.921619  0.000664   -1.0
7466   1036.210328  32.152753  36.727730   16.839630  0.000842   -1.0
7467    325.968322  29.741694  12.690099   26.257835  0.000608   -1.0
7468    965.221533  46.893482  23.596325   36.954136  0.000913   -1.0
7469    867.564521  37.593791  12.653679  -38.723473  0.000849   -1.0
7470    552.351712  24.002083   8.324574   12.652084  0.000316   -1.0
7471   1141.619385  30.266849  34.186840   17.582394  0.000801   -1.0
7472   2033.786650  30.215781   7.436646  -16.931459  0.000385   -1.0
7473    786.743789  43.016694  14.800214   15.045323  0.000440   -1.0
7474    100.646645   7.947579  37.863983   17.562088  0.000870   -1.0
7475   1508.175319   1.084915   5.535833  -20.504059  0.000443   -1.0
7476   1081.897102   8.438759  -7.859083   22.060871  0.000488   -1.0
7477    689.774564   6.951650  31.284765   20.757801  0.000783   -1.0
7478   1215.208073  48.856856   2.814139   15.478832  0.000328   -1.0
7479   3247.543158  48.847270   1.293709   16.361237  0.000342   -1.0
7480   2208.132397   2.996887   1.705595  -12.210464  0.000257   -1.0
7481    827.828793  12.432677  33.585903   14.544582  0.000763   -1.0
7482   2450.652456  14.764346   0.595673  -14.494450  0.000302   -1.0
7483    688.893516  25.941896 -20.874952   30.589071  0.000772   -1.0
7484    183.998532  22.247012 -34.811886  -15.433779  0.000793   -1.0
7485   3079.503253  46.389945  -0.416751   22.006115  0.000458   -1.0
7486   1451.014901  10.241689  27.450745    6.835570  0.000590   -1.0
7487    492.320020  41.150182  31.455378   33.571266  0.000958   -1.0
7488   3184.404354  46.438165   8.613522    2.995419  0.000190   -1.0
7489   1321.994286  29.479652   0.585359   -9.082516  0.000190   -1.0
7490   1502.416907  32.610517   3.606323   10.047353  0.000222   -1.0
7491    440.223520  23.307312   3.819507   44.647472  0.000934   -1.0
7492    864.132563  17.617979  24.775785    2.814908  0.000520   -1.0
7493   1881.700672  10.764964  16.177784    2.765289  0.000342   -1.0
7494    990.532773   4.089780  15.586044   -5.321175  0.000343   -1.0
7495   2910.344186  31.916292  16.874104   -4.456128  0.000364   -1.0
7496   1764.159437   1.859719 -17.661766    6.418593  0.000392   -1.0
7497   2415.505875   1.911460   5.076779   -1.909897  0.000113   -1.0
7498   1197.038957  26.543779 -16.571054   16.126606  0.000482   -1.0
7499    710.020627  27.920409  18.579079   34.891949  0.000824   -1.0
7500    765.017276  40.461610  25.984184    8.876556  0.000572   -1.0
7501   2451.138729  34.125804  -4.019717   -9.516833  0.000215   -1.0
7502   2025.133694  21.409656  21.155107  -12.976933  0.000517   -1.0
7503   1127.262879  53.148164  -5.617500  -14.912066  0.000332   -1.0
7504    476.390877   1.128318  34.070774  -26.096527  0.000895   -1.0
7505    569.650930   5.944511  20.991016   21.490011  0.000626   -1.0
7506    229.099750  55.900924 -17.902739   43.638683  0.000982   -1.0
7507    335.507816  53.831435  17.638416   59.217999  0.001287   -1.0
7508    483.145956  15.829548 -11.062826   42.692604  0.000919   -1.0
7509    376.236056  22.582783  54.513412    6.541039  0.001144   -1.0
7510    260.615832  23.754573  60.061909   21.941114  0.001332   -1.0
7511   1374.283416  52.614049  17.612806   20.122272  0.000557   -1.0
7512   1254.843441   8.728026   5.235049  -39.077026  0.000822   -1.0
7513    200.555969  48.806165  38.231716   45.297859  0.001234   -1.0
7514    384.613737  24.146147   0.895546   68.720856  0.001432   -1.0
7515    595.742826  15.505060  17.445145  -19.592192  0.000547   -1.0
7516   1330.372448   8.532264  17.905115  -23.757719  0.000620   -1.0
7517    507.178099  27.110602  15.451750   -5.253151  0.000340   -1.0
7518   2384.131637  44.907205  -8.614589    3.517439  0.000194   -1.0
7519    469.978183  28.031805  17.063885   -5.974493  0.000377   -1.0
7520    544.243101  48.827889  27.612598   16.084181  0.000665   -1.0
7521   1814.260483  37.203795  -6.973916   29.064236  0.000623   -1.0
7522   1651.356125  16.857072  10.957454   37.021698  0.000805   -1.0
7523    176.884210  10.894809  57.483173  -10.519534  0.001218   -1.0
7524    553.045967   3.724259   7.199450   -3.652804  0.000168   -1.0
7525   1137.725384  30.906523  13.081172   -0.873131  0.000273   -1.0
7526   1458.791666  19.492595  10.893977   19.837463  0.000472   -1.0
7527    803.144393   8.269593  44.716942   -2.973285  0.000934   -1.0
7528    517.171090   9.269447  -1.598214   24.822439  0.000518   -1.0
7529    803.855379  25.022979  18.134331   14.298459  0.000481   -1.0
7530   2353.928866  43.827004  10.262531  -14.112036  0.000363   -1.0
7531    621.922540  16.301983  27.532295    9.911182  0.000610   -1.0
