                 E          Z          X           Y     THETA  Label
166     410.155560  35.796577  42.885708    3.636084  0.000897   -1.0
167     289.639549  50.506802 -10.710379  -15.424057  0.000391   -1.0
168     303.274016   6.944614  42.587868   21.865698  0.000998   -1.0
169    2285.439995  28.150352   8.584079   -5.869233  0.000217   -1.0
170    1003.516269   7.511885  13.891604   15.603412  0.000435   -1.0
171    1550.377954  17.455022   8.378531    1.590329  0.000178   -1.0
172     999.956973  51.180939   1.555375   23.991205  0.000501   -1.0
173      57.813855  26.375259  11.477524   42.134106  0.000910   -1.0
174    2846.855529  33.032133  20.521038    8.458437  0.000462   -1.0
175     268.143551   6.849795  44.980438    1.262644  0.000938   -1.0
176     309.295249  24.907415  28.637854   42.182690  0.001062   -1.0
177     701.579067   4.452919  11.032451   -7.244760  0.000275   -1.0
178    1888.821831  52.575831  16.092636   13.087654  0.000432   -1.0
179     342.048020  27.695002 -54.697876   22.470726  0.001232   -1.0
180     497.143212  29.286004   3.719003   52.484787  0.001096   -1.0
181     731.240953  23.299952 -14.312675   -9.516601  0.000358   -1.0
182    1491.428620  42.748330   9.341757   -3.184160  0.000206   -1.0
183     766.115082  26.844914 -17.194866  -16.056269  0.000490   -1.0
184    1118.355043  40.873600   6.077685  -14.872923  0.000335   -1.0
185    2150.286260  29.405766   8.665696   14.069861  0.000344   -1.0
186     752.558879  12.253866 -15.763449   -1.214008  0.000329   -1.0
187     530.979171  16.991545  15.872292  -11.795333  0.000412   -1.0
188    1534.923263  27.033146   4.403593  -22.000048  0.000467   -1.0
189     802.977114  53.765970  36.089027   10.659182  0.000784   -1.0
190     279.058117   9.685787  34.251957    5.573952  0.000723   -1.0
191     820.004902  10.817717 -11.376640   17.925789  0.000442   -1.0
192    1361.581832  50.886112  11.455914   20.842962  0.000495   -1.0
193      47.889747  29.975323  -3.794621   17.522472  0.000374   -1.0
194     850.546081  16.372234  -5.158711   25.122017  0.000534   -1.0
195     442.787236   1.736970   5.182263   61.887066  0.001295   -1.0
196     829.944896   6.626054   9.694406   31.294630  0.000683   -1.0
197     763.588474  10.643425  22.463531    8.213154  0.000498   -1.0
198     871.069636  14.412731 -12.632167   33.220329  0.000741   -1.0
199    2131.587822  11.454138 -18.708891    5.447735  0.000406   -1.0
200     810.607672  29.842364  30.918583   11.024514  0.000684   -1.0
201     320.023740  42.862206 -22.625502   27.789238  0.000746   -1.0
202    1224.522392  50.252847  24.374210   31.401325  0.000828   -1.0
203     803.740125  17.724382  32.932106    5.931361  0.000697   -1.0
204     815.077806  31.812680  29.580341   20.665232  0.000752   -1.0
205     704.297728  27.651659  -6.837757   18.572479  0.000412   -1.0
206     529.882886  31.972897  -7.620837   -7.364761  0.000221   -1.0
207    1085.661121   3.347433  21.078194   -4.732539  0.000450   -1.0
208     562.482190  24.537399   7.146787   32.445641  0.000692   -1.0
209     850.942730  40.794093  45.206421   28.767765  0.001116   -1.0
210     540.554520   2.288462 -23.237772   10.535507  0.000532   -1.0
211    1596.946122  35.487964  10.030822  -11.006212  0.000310   -1.0
212    1093.257715  46.235662   3.151012   24.679844  0.000518   -1.0
213    2151.328560  19.335733  -4.672398   19.692074  0.000422   -1.0
214    1072.322580  38.994192  23.829945   16.144493  0.000600   -1.0
215    1548.424747  51.540976  -1.881070   13.672781  0.000287   -1.0
216     705.391092  39.631301 -12.515880   22.368538  0.000534   -1.0
217     849.850108  12.018981   4.936172    5.698697  0.000157   -1.0
218     654.445649  55.882603  -0.577940   44.089333  0.000918   -1.0
219    1086.965321   8.253626  44.922974   -1.667201  0.000937   -1.0
220     338.567842   6.834022  31.300198   16.969130  0.000742   -1.0
221    2108.466105   8.127215 -22.737076   10.268323  0.000520   -1.0
222     317.415038  27.759122  34.843048   10.202355  0.000756   -1.0
223     350.150919  20.394498  20.447584   41.469059  0.000963   -1.0
224     919.701096   4.863501   8.111744   21.690178  0.000483   -1.0
225    1836.944814  46.663133 -16.233690    4.289979  0.000350   -1.0
226    1311.824006  49.677682  -6.796889   -7.919316  0.000217   -1.0
227     539.841238  41.245230  20.361609    4.692142  0.000435   -1.0
228    3198.691584  37.865417 -15.196205   -5.036184  0.000333   -1.0
229     342.950724  25.796571  28.770880   42.050419  0.001062   -1.0
230    1415.613997  36.731479  19.616692   18.853279  0.000567   -1.0
231     366.403197  18.533700  45.593834   14.398010  0.000996   -1.0
232     438.103902   8.530887  13.499732   56.920078  0.001219   -1.0
233     546.071616  30.427154  10.006906   40.338013  0.000866   -1.0
234     179.247695  21.079687 -16.715925   53.243793  0.001163   -1.0
235     605.444415   3.474903  44.591805   -2.422846  0.000931   -1.0
236     185.396272  38.317227  18.479107   28.947395  0.000715   -1.0
237     836.184084  51.668839   2.664889   31.871880  0.000666   -1.0
238     214.903095  39.554840  59.519764  -11.294262  0.001262   -1.0
239     492.481140  19.454559  23.555929  -17.429276  0.000611   -1.0
240     212.190587  13.452373  26.348482    8.355900  0.000576   -1.0
241     814.392419  18.155019  45.999573   20.891338  0.001053   -1.0
242     101.683878  41.523577  37.679943    8.604540  0.000805   -1.0
243    1101.792435  30.316982  17.806082   -2.195693  0.000374   -1.0
244    1270.077430  52.421114   6.755034   31.280661  0.000666   -1.0
245    1701.901237  42.089885  16.856606   -4.951346  0.000366   -1.0
246    2992.977073  41.166834  -0.971866    5.775597  0.000122   -1.0
247     767.175955  40.668573  30.904951   -9.587855  0.000674   -1.0
248     478.840424   8.858325  17.857050   23.871204  0.000621   -1.0
249    2639.413658  36.961129 -12.100893   -0.370769  0.000252   -1.0
250     159.913036  51.030962   8.841034   26.300241  0.000578   -1.0
251    1419.170246   8.684239  11.167004   11.542608  0.000335   -1.0
252    1197.088420  35.647549  22.316187  -11.330786  0.000521   -1.0
253    1036.940620  15.815363  34.649967  -13.696198  0.000776   -1.0
254    1029.309239  48.264273 -19.764343   17.699656  0.000553   -1.0
255    1618.067455  10.845153   8.822647   11.311122  0.000299   -1.0
256    2734.363747  18.889026 -19.280615   -1.496201  0.000403   -1.0
257    2248.417152  44.191450 -15.086201    9.983591  0.000377   -1.0
258    2918.715390  21.982402   0.889210   -9.544583  0.000200   -1.0
259     818.369716   6.849078  56.540119    6.285134  0.001186   -1.0
260    1987.682148  41.471493   8.486826   15.984780  0.000377   -1.0
261     295.934595  34.455066  35.347157   -9.227808  0.000761   -1.0
262     288.975850  13.518370 -19.552647   61.789806  0.001351   -1.0
263    1596.299297   3.087538 -10.032486   14.017097  0.000359   -1.0
264     425.601858  46.362002  37.590351   46.061489  0.001238   -1.0
265    1813.887447  22.381412  -6.601979  -29.603518  0.000632   -1.0
266     694.023245  36.442609  10.673178   15.236924  0.000388   -1.0
267      60.595611  47.418457  17.109913   33.789932  0.000789   -1.0
268     212.817375  55.453995   7.293985   33.208668  0.000708   -1.0
269      33.066294   8.654495  17.503483   33.525349  0.000788   -1.0
270     216.530985   9.255060  12.491362   19.322264  0.000480   -1.0
271    1701.829879  18.602794  22.126034   17.141027  0.000583   -1.0
272    1893.367884   1.252709  11.257928   -9.100819  0.000302   -1.0
273    1098.188073  16.181566 -16.123579   -9.841081  0.000394   -1.0
274     671.000059  14.130125  -0.903496   40.739815  0.000849   -1.0
275      76.268246  45.767534  47.726849   40.550865  0.001304   -1.0
276    2142.084112  44.731549   8.794531  -14.038380  0.000345   -1.0
277     415.218387  55.587745  12.808507   14.397384  0.000401   -1.0
278    1857.068573  35.462650  21.519957   -8.186323  0.000480   -1.0
279    2195.460016  32.988654   1.250982   10.688404  0.000224   -1.0
280     418.533043  49.715065  24.155729   36.721535  0.000915   -1.0
281     512.841721  47.939689  21.862118   22.027742  0.000646   -1.0
282     390.803202  50.775820  41.501434   55.414856  0.001442   -1.0
283    1013.571446  30.023806  40.273788   21.877825  0.000955   -1.0
284      47.079619  24.693676 -38.898396   53.402702  0.001377   -1.0
285    1830.831776   4.846603   5.032544  -15.963178  0.000349   -1.0
286     629.200742  19.352398  41.776432   21.697552  0.000981   -1.0
287     923.600789  55.901473  13.537656   14.875998  0.000419   -1.0
288     841.922315  43.895475   6.703677   41.216354  0.000870   -1.0
289     695.463379  41.814064  29.202742   34.219044  0.000937   -1.0
290      41.134252  48.067869 -12.063266   99.291206  0.002083   -1.0
291    1625.554653  19.962937 -18.751606   24.265036  0.000639   -1.0
292     829.741871  27.345549  26.336201   16.198318  0.000644   -1.0
293    1617.598587   1.824377   5.554163   23.067062  0.000495   -1.0
294    1708.936429  28.234265   4.855587   -7.135748  0.000180   -1.0
295    3192.870415  14.373403   6.224362    6.232982  0.000184   -1.0
296    1259.233440  36.664062 -11.122021    5.222725  0.000256   -1.0
297    1140.252539   5.244864  33.442501   16.209301  0.000775   -1.0
298    1003.079475   9.345761  26.940727   12.120973  0.000616   -1.0
299     554.849958  21.443111  18.989851   55.142338  0.001215   -1.0
300    2689.914681   7.465749  11.458848    9.585556  0.000311   -1.0
301    1370.945436  32.943587   7.947534   34.245903  0.000732   -1.0
302     481.760692  41.782896 -14.827500  -13.356617  0.000416   -1.0
303    1115.455369  22.304083  -8.540972   24.992386  0.000550   -1.0
304     600.294132  26.563002   5.415493   -1.075452  0.000115   -1.0
305     535.162367  10.837957 -10.610778   -0.193035  0.000221   -1.0
306     337.465347   6.182273   9.674645   42.156635  0.000902   -1.0
307    1060.812206  30.742255  15.792858    8.035133  0.000369   -1.0
308    2277.497835   1.579428  -3.860411    7.154723  0.000169   -1.0
309    1103.957947  46.918216  11.272783   11.305134  0.000332   -1.0
310    2032.006030  34.381298  -1.132087   10.383447  0.000218   -1.0
311     221.349997  28.335785  34.807785   45.733845  0.001197   -1.0
312     704.526782  14.493883  15.919084   29.342564  0.000696   -1.0
313    2137.247098  54.058019  -6.398890   -4.246138  0.000160   -1.0
314     136.656500   3.788636   4.966879   34.620434  0.000729   -1.0
315     567.965684  20.021472  -6.334412   18.337608  0.000404   -1.0
316    1228.442039   7.979854  39.324005  -19.169859  0.000912   -1.0
317    1594.149435   1.999335   5.522335   -5.511944  0.000163   -1.0
318     651.020595  51.878588  12.670752   51.206444  0.001098   -1.0
319     843.353139  55.714860  39.787312    5.250236  0.000836   -1.0
320    2493.751323  20.648574  12.198535    6.390117  0.000287   -1.0
321     268.660245  16.824499  48.307484   42.531204  0.001341   -1.0
322     874.767801  15.238208  33.355125    7.708989  0.000713   -1.0
323    1032.872592  27.250342  -2.737903  -26.232605  0.000549   -1.0
324    1881.961845  43.031633  20.536911    2.774676  0.000432   -1.0
325    2325.630401  13.864135   7.542950    1.304643  0.000160   -1.0
326    2201.584739  15.301891   4.037312    5.563736  0.000143   -1.0
327     989.877565  48.196448   9.333723   22.079430  0.000499   -1.0
328     516.354450  15.008482  -7.598720   10.479094  0.000270   -1.0
329     230.178191  26.044880  22.233860   26.643595  0.000723   -1.0
330     524.469713  32.582025   2.644459  -20.273462  0.000426   -1.0
331    1969.653005  53.444198  -0.931714   10.916292  0.000228   -1.0
332     268.311576  27.620307  26.652433   41.984123  0.001036   -1.0
333    1060.292014   9.184705  24.090298    6.758393  0.000521   -1.0
334     430.440752  10.053085 -11.826360    6.650200  0.000283   -1.0
335     854.142833  12.281960   7.437523   -1.184606  0.000157   -1.0
336    1233.863914   9.487648  26.767496  -27.113924  0.000794   -1.0
337     344.262385  25.633344   4.146880  -26.940901  0.000568   -1.0
338     551.967038  48.981266  45.594044   30.890602  0.001147   -1.0
339     481.520429  41.996469  10.749448    2.664409  0.000231   -1.0
340     415.075128   4.087485  36.231514   17.529167  0.000839   -1.0
341    1184.642985  35.165142 -10.971361   -6.007155  0.000261   -1.0
342     709.285794   8.523213  13.183199   -1.693218  0.000277   -1.0
343    1443.139904  19.958862   1.872777  -20.581369  0.000431   -1.0
344     602.050690  47.415057 -14.080128   -5.957930  0.000318   -1.0
345     912.652197  33.250692  24.470789   14.113439  0.000588   -1.0
346     898.674938  27.986677   3.058722  -18.966566  0.000400   -1.0
347    1202.784826  31.443801   0.343425   11.715307  0.000244   -1.0
348     101.859938  17.460739   7.736830   30.094055  0.000647   -1.0
349      62.820750  31.108720  45.567738    9.469740  0.000970   -1.0
350    1419.097550  36.951664  -4.362513    5.719390  0.000150   -1.0
351     423.258065  52.688394  11.170607   25.076302  0.000572   -1.0
352    1408.641892  51.750397   5.817236   10.802962  0.000255   -1.0
353     189.453445   5.653977   4.838994   26.528595  0.000562   -1.0
354    2854.685121   8.919097   9.170643    4.061676  0.000209   -1.0
355     785.375089  28.702173  10.413021   38.608456  0.000833   -1.0
356    1701.387607  53.367062   0.213047    9.565426  0.000199   -1.0
357    2873.986829   2.890034  19.383987    5.913367  0.000422   -1.0
358    3316.036945  27.504247   8.768257    5.836731  0.000219   -1.0
359    2842.966803   1.449912   1.072542  -20.094063  0.000419   -1.0
360     601.628078  32.599832  39.877743   -3.538311  0.000834   -1.0
361    1716.419638  54.907099   5.540518   22.788401  0.000488   -1.0
362    1457.461910  43.589600  29.864105  -15.926042  0.000705   -1.0
363    3241.944096  44.638141   0.832781  -18.760277  0.000391   -1.0
364     475.961783  21.677468  13.314134   45.807587  0.000994   -1.0
365     141.799370  51.240671 -18.185749   49.099369  0.001090   -1.0
366     715.393444   3.767481  -4.994017   -6.854927  0.000177   -1.0
367     192.142130  46.717300   0.096180   24.644058  0.000513   -1.0
368    2042.988442  32.438592  -6.813186   -6.307322  0.000193   -1.0
369    1093.654783  48.150261   9.300281   20.441933  0.000468   -1.0
370     920.352353  37.809013  15.395583   31.144674  0.000724   -1.0
371    2776.641261  40.361628  -5.802070   14.548470  0.000326   -1.0
372     377.227056  43.867198  39.379570    2.377135  0.000822   -1.0
373     892.882810  30.352689  -2.415241   30.458158  0.000637   -1.0
374     466.327478  50.530467  13.329835   39.692108  0.000872   -1.0
375     149.362728  52.676140  48.530243   52.151150  0.001483   -1.0
376     310.270374  28.800987  -3.242016   26.919434  0.000565   -1.0
377     347.571008   6.462905  43.510887   -6.054272  0.000916   -1.0
378     943.715024   9.844508  35.308777   44.906216  0.001191   -1.0
379     432.005210  37.131269  47.103386   50.715858  0.001442   -1.0
380    2677.236907  19.866643  -1.602901  -12.405725  0.000261   -1.0
381    2217.677632   9.174221  -2.315427   17.020617  0.000358   -1.0
382    3917.431935  27.881380  -5.120993   -5.708227  0.000160   -1.0
383    2769.170434  44.343404   9.143954  -19.059547  0.000440   -1.0
384    3134.920730  38.874625  18.633492   11.128036  0.000452   -1.0
385     732.704868  26.319788  36.401154   28.450041  0.000963   -1.0
386    1241.100118  39.285286  -0.239005   31.341682  0.000653   -1.0
387    1555.188491  11.609858   4.835423   19.520781  0.000419   -1.0
388     528.327961  32.742861  -3.263348  -12.645237  0.000272   -1.0
389    1118.120517  15.282678  19.782207   15.818797  0.000528   -1.0
390    1800.950876  20.438039 -10.174901  -19.743977  0.000463   -1.0
391     815.390094  14.500842  28.898726   17.424816  0.000703   -1.0
392    2778.968604  29.578165   5.461924  -11.524535  0.000266   -1.0
393     483.447573   8.787812   5.734250  -33.946007  0.000718   -1.0
394     953.583186   6.954211   6.503669  -22.829737  0.000495   -1.0
395     246.755175  24.153444  29.942665   -2.216442  0.000626   -1.0
396     253.500372  32.140149 -55.582996    7.766214  0.001169   -1.0
397    1845.674749  17.035322   9.000453   19.722548  0.000452   -1.0
398    2105.908471   2.613263  -2.701878    6.623232  0.000149   -1.0
399    1150.487747  22.249482   5.416818   27.631163  0.000587   -1.0
400     416.499376  37.073061  -0.584262   34.556534  0.000720   -1.0
401    1038.005141  42.220898 -16.485441  -37.653332  0.000856   -1.0
402     794.000252   5.873518   0.709830    6.544978  0.000137   -1.0
403     157.285859   7.635248  54.103500   25.695301  0.001248   -1.0
404    2181.087439   6.307994  -5.191488    7.061438  0.000183   -1.0
405     438.911090  29.980370  42.544632   17.550209  0.000959   -1.0
406     453.076728  17.087313  19.382339   -0.688491  0.000404   -1.0
407    1077.526722  41.450154  31.059906    5.580899  0.000657   -1.0
408     479.391357  50.138292  11.075865   55.678932  0.001182   -1.0
409     407.576323  36.856647 -15.810122   46.386051  0.001021   -1.0
410     301.079969   3.423834   1.825893   33.673790  0.000703   -1.0
411     374.437705   6.078303  12.164470   29.544189  0.000666   -1.0
412    1335.639837  40.367703  15.782547   20.011232  0.000531   -1.0
413     316.152517   2.683128  37.631824   14.644343  0.000842   -1.0
414    1502.856649   1.713106  13.036604  -21.272219  0.000520   -1.0
415    1675.033365  41.465814  44.424541  -12.305406  0.000960   -1.0
416     556.331835  16.992478  21.618639   30.609737  0.000781   -1.0
417     681.026352   7.864033  41.229275   32.908466  0.001099   -1.0
418    1585.916403   8.696564  -0.847865    7.836876  0.000164   -1.0
419    1770.450567  13.927118   8.459680  -16.107037  0.000379   -1.0
420     402.947477  41.339196  14.837728   33.919941  0.000771   -1.0
421     624.048630  10.882948  26.973587   56.727894  0.001309   -1.0
422    3913.159723   8.843454  -4.818673    6.421511  0.000167   -1.0
